AccNo,Type,PhoneNo,CallTime,During_in_secs
SA-0343-60-69,L,68235454,2012-05-03 15:54:59,2137
SA-0021-95-06,L,68903839,2011-06-11 04:45:51,2114
SA-0005-14-91,L,68431831,2012-10-19 19:19:59,190
SA-0005-14-91,L,61509557,2012-04-28 00:02:47,2937
SA-0005-14-91,L,61050904,2011-08-21 15:52:08,2495
SA-0314-69-44,L,68806035,2012-11-10 16:35:21,834
SA-0414-86-48,L,62282572,2011-01-08 00:06:42,1151
SA-0063-02-33,L,67038214,2012-04-19 13:06:54,1833
SA-0414-86-48,L,61041958,2011-08-31 16:17:31,433
SA-0263-79-37,L,69197658,2011-06-30 13:53:20,3313
SA-0092-93-02,L,65294565,2012-03-15 06:02:59,3529
SA-0227-78-67,L,69161472,2011-09-16 04:11:08,1703
SA-0055-36-68,L,63783793,2011-01-31 18:03:51,751
SA-0063-02-33,L,63711177,2012-10-02 04:58:18,3123
SA-0261-41-34,L,61568026,2012-01-20 03:33:15,715
SA-0012-71-76,L,68542604,2012-08-01 16:41:23,966
SA-0107-05-98,L,64494696,2011-03-30 15:43:43,319
SA-0335-96-08,L,61637547,2011-05-17 02:44:53,686
SA-0414-20-79,L,66727509,2012-12-14 08:22:38,3081
SA-0080-84-93,L,62206583,2011-02-16 01:24:45,473
SA-0055-36-68,L,66903497,2011-05-30 04:44:58,2916
SA-0092-93-02,L,64433965,2011-09-10 02:04:21,696
SA-0220-61-46,L,65131822,2012-12-19 18:07:32,3265
SA-0133-16-62,L,65083576,2011-05-25 06:47:32,1884
SA-0361-84-31,L,68342173,2012-06-21 00:57:54,2793
SA-0290-06-89,L,61155902,2011-08-12 11:04:41,2185
SA-0021-95-06,L,69791044,2012-12-02 04:22:45,921
SA-0202-82-34,L,62414716,2011-09-29 21:33:19,2454
SA-0114-12-73,L,66080032,2012-04-06 16:03:50,1236
SA-0414-86-48,L,65353979,2012-08-15 17:40:29,2448
SA-0220-48-64,L,64127757,2011-03-21 15:32:56,3395
SA-0222-28-58,L,62075749,2012-07-14 09:56:01,459
SA-0114-12-73,L,63707558,2012-06-26 05:33:28,810
SA-0050-81-89,L,63586378,2011-10-18 13:11:10,734
SA-0012-71-76,L,61855616,2012-03-09 15:35:15,1468
SA-0261-41-34,L,61991295,2011-10-01 06:33:44,2647
SA-0290-06-89,L,65255641,2011-10-30 04:27:53,987
SA-0290-06-89,L,62429161,2012-12-16 02:01:46,2946
SA-0112-53-34,L,69228556,2012-06-23 09:54:33,1622
SA-0155-74-77,L,68649961,2011-01-28 05:07:40,3174
SA-0055-36-68,L,66913009,2011-09-19 14:15:01,287
SA-0401-55-12,L,62197498,2012-10-27 12:53:10,3007
SA-0252-71-33,L,67553221,2012-03-02 18:59:50,68
SA-0414-86-48,L,65571983,2011-03-20 10:13:05,2552
SA-0147-43-82,L,68705800,2012-03-08 00:04:59,2185
SA-0182-19-79,L,68089345,2012-12-08 04:35:56,2337
SA-0107-05-98,L,62927898,2012-01-05 07:33:24,2523
SA-0186-07-48,L,64179846,2011-03-06 00:17:15,973
SA-0343-60-69,L,61419723,2011-02-04 02:30:37,2723
SA-0055-36-68,L,60409680,2011-12-23 04:41:24,1229
SA-0187-35-19,L,64434917,2012-05-27 09:28:10,663
SA-0263-79-37,L,65798120,2011-11-06 12:42:50,989
SA-0227-78-67,L,66453177,2011-10-06 02:52:38,2353
SA-0147-43-82,L,60457616,2011-06-26 16:19:59,136
SA-0220-61-46,L,61378235,2012-07-31 06:49:37,1981
SA-0222-28-58,L,63445469,2012-03-30 04:32:10,1953
SA-0290-06-89,L,63444537,2011-11-23 03:26:26,3396
SA-0021-95-06,L,61737057,2011-04-06 01:53:37,644
SA-0361-84-31,L,63860237,2012-09-14 08:49:55,1609
SA-0227-78-67,L,62789175,2011-09-07 04:40:42,3364
SA-0012-71-76,L,62708866,2011-10-19 20:06:56,2925
SA-0055-36-68,L,64033897,2011-03-14 21:54:43,539
SA-0050-81-89,L,65463137,2011-12-18 20:48:38,1293
SA-0220-48-64,L,63637703,2012-04-20 07:35:40,1747
SA-0222-28-58,L,67697242,2011-05-05 13:32:59,2582
SA-0151-98-79,L,61521305,2012-11-10 04:51:48,191
SA-0261-41-34,L,62648060,2011-09-16 09:31:59,2014
SA-0144-10-84,L,68135924,2011-12-29 19:41:29,3006
SA-0220-48-64,L,63872010,2011-08-28 16:39:32,3163
SA-0339-42-22,L,60176392,2012-01-27 10:53:56,1293
SA-0144-10-84,L,62612517,2012-09-02 20:29:41,2130
SA-0182-19-79,L,65012773,2011-08-29 03:57:57,2177
SA-0343-60-69,L,62323185,2012-04-24 06:50:38,2338
SA-0279-91-74,L,64781137,2012-07-11 14:46:32,3237
SA-0249-45-54,L,64744785,2011-05-04 02:03:27,2527
SA-0009-04-02,L,68743351,2011-05-03 10:51:16,1866
SA-0021-95-06,L,67530457,2011-11-03 12:07:58,1253
SA-0055-36-68,L,60045644,2011-09-22 02:18:38,966
SA-0220-61-46,L,66358613,2011-03-15 02:39:18,1081
SA-0335-96-08,L,63897161,2011-12-02 06:35:29,312
SA-0335-96-08,L,69520441,2011-04-22 08:03:18,1906
SA-0144-10-84,L,65113598,2011-06-29 22:45:06,2018
SA-0314-69-44,L,68610463,2011-09-30 10:01:42,2631
SA-0220-61-46,L,60770545,2012-02-20 07:47:47,1607
SA-0185-59-07,L,69530912,2011-01-17 15:54:38,2956
SA-0202-82-34,L,68564593,2012-09-28 19:27:02,2430
SA-0080-84-93,L,63583976,2011-08-12 02:48:05,1446
SA-0112-53-34,L,60618014,2011-01-03 18:04:35,1482
SA-0186-07-48,L,67545729,2011-06-11 12:50:57,2953
SA-0361-84-31,L,69415108,2011-12-26 18:36:58,493
SA-0187-35-19,L,68909225,2012-03-27 04:21:59,3521
SA-0261-41-34,L,69148603,2012-10-11 18:09:35,3339
SA-0151-98-79,L,60417863,2012-03-01 00:14:00,3136
SA-0107-05-98,L,61031469,2011-06-17 13:55:56,213
SA-0182-19-79,L,66212959,2012-11-02 04:12:31,2888
SA-0005-14-91,L,61355548,2012-12-03 16:27:16,2687
SA-0314-69-44,L,67951348,2012-04-25 15:33:55,2657
SA-0112-53-34,L,63626599,2011-06-24 09:10:58,3548
SA-0037-94-05,L,63895989,2011-06-15 16:11:11,463
SA-0261-41-34,L,61749997,2012-07-13 00:21:38,2289
SA-0185-59-07,L,63300677,2012-08-14 05:23:40,2544
SA-0005-14-91,L,65617139,2011-02-19 03:37:55,816
SA-0092-93-02,L,61275410,2012-04-05 23:26:39,2620
SA-0144-10-84,L,69170492,2012-08-22 20:38:39,555
SA-0220-61-46,L,62586397,2011-01-11 23:49:20,1321
SA-0227-78-67,L,66773087,2012-08-20 23:30:25,2285
SA-0378-80-96,L,63309546,2012-01-10 01:37:29,1372
SA-0290-06-89,L,67259117,2012-08-23 20:03:26,2440
SA-0138-33-52,L,65133854,2011-03-02 16:48:29,3546
SA-0249-45-54,L,68752020,2011-05-04 18:38:40,3011
SA-0133-16-62,L,63358570,2011-08-19 20:28:30,1497
SA-0314-69-44,L,67756229,2011-02-19 17:03:45,1172
SA-0222-28-58,L,67105478,2012-07-25 09:19:47,2832
SA-0144-10-84,L,66072352,2012-12-28 07:19:55,1269
SA-0182-19-79,L,60868918,2011-02-16 11:00:27,2489
SA-0138-33-52,L,63079854,2011-03-07 18:50:38,884
SA-0414-86-48,L,65020000,2012-12-10 21:41:25,3359
SA-0279-91-74,L,65227461,2012-09-15 05:49:14,1784
SA-0252-71-33,L,62550600,2012-11-25 20:38:18,2310
SA-0005-14-91,L,64066747,2011-07-10 14:37:32,769
SA-0305-50-15,L,62006929,2011-05-18 08:34:14,2986
SA-0187-35-19,L,62451447,2012-07-04 08:25:00,806
SA-0361-84-31,L,66716292,2011-01-04 02:30:54,753
SA-0261-41-34,L,67889968,2011-11-19 00:16:31,3134
SA-0055-36-68,L,68913649,2012-05-26 12:34:57,222
SA-0261-41-34,L,64926423,2012-11-18 02:09:53,1413
SA-0401-55-12,L,64944628,2011-07-19 10:53:07,1917
SA-0063-02-33,L,61673985,2012-07-02 20:39:08,2639
SA-0220-48-64,L,65568970,2011-10-12 20:32:02,184
SA-0263-79-37,L,68313760,2012-09-04 04:25:56,225
SA-0261-41-34,L,69376427,2012-09-28 12:00:33,1029
SA-0021-95-06,L,60336871,2012-12-20 15:08:39,1235
SA-0151-98-79,L,66635480,2012-04-24 11:35:01,1138
SA-0021-95-06,L,64505222,2012-01-18 22:02:30,2105
SA-0050-81-89,L,62751760,2012-06-08 16:10:04,2891
SA-0252-71-33,L,65639479,2012-12-11 14:44:48,728
SA-0227-78-67,L,65686921,2012-05-16 05:43:06,2646
SA-0252-71-33,L,66877422,2011-03-31 15:33:46,602
SA-0012-71-76,L,69690904,2011-05-11 11:39:21,1487
SA-0012-71-76,L,69677499,2011-03-19 13:35:49,3404
SA-0263-79-37,L,60698017,2011-09-18 00:03:03,3272
SA-0305-50-15,L,63325776,2011-11-21 19:29:08,1281
SA-0227-78-67,L,61762393,2012-02-25 00:05:17,2651
SA-0414-86-48,L,65025222,2011-12-31 02:18:49,1963
SA-0138-33-52,L,69705824,2011-12-04 13:15:45,1122
SA-0114-12-73,L,68394703,2012-04-11 22:31:05,1535
SA-0279-91-74,L,63898908,2012-07-06 13:25:38,3585
SA-0305-50-15,L,64325969,2011-05-19 20:41:12,1444
SA-0145-41-01,L,62765763,2012-12-03 18:47:22,1202
SA-0339-42-22,L,61599208,2011-01-07 21:44:55,493
SA-0012-71-76,L,62732478,2011-11-04 21:38:37,1601
SA-0092-93-02,L,67685721,2011-08-10 03:55:30,755
SA-0050-81-89,L,61586592,2011-05-11 08:00:07,850
SA-0155-74-77,L,62417777,2012-02-16 14:00:19,1324
SA-0414-86-48,L,61781980,2012-12-11 01:02:47,1540
SA-0050-81-89,L,62047524,2011-09-11 06:15:24,1757
SA-0138-33-52,L,65358189,2011-02-27 19:06:31,630
SA-0185-59-07,L,67219826,2011-10-14 13:42:20,725
SA-0185-59-07,L,68776611,2011-11-03 14:19:06,2012
SA-0378-80-96,L,67209651,2011-09-03 23:19:38,2815
SA-0063-02-33,L,62511032,2011-07-19 20:23:40,367
SA-0343-60-69,L,66571488,2011-10-14 23:25:05,1974
SA-0055-36-68,L,60104479,2012-06-16 07:14:49,2920
SA-0012-71-76,L,68781640,2011-09-14 03:31:31,249
SA-0151-98-79,L,64526115,2012-02-23 19:12:01,2534
SA-0227-78-67,L,65901346,2012-04-24 13:10:54,2967
SA-0220-61-46,L,69676959,2012-03-16 02:22:29,3580
SA-0279-91-74,L,61317069,2012-09-16 16:04:27,1642
SA-0080-84-93,L,60042751,2011-06-19 11:21:53,3299
SA-0151-98-79,L,69803408,2011-08-02 08:27:41,1667
SA-0155-74-77,L,68362445,2011-01-15 17:37:56,1870
SA-0114-12-73,L,63408607,2012-02-17 14:50:00,280
SA-0185-10-64,L,60730337,2012-12-05 09:54:25,2700
SA-0009-04-02,L,63118498,2012-04-16 06:20:33,920
SA-0182-19-79,L,68616639,2011-07-11 05:06:37,448
SA-0144-10-84,L,61545743,2011-02-01 08:43:41,100
SA-0112-53-34,L,60495656,2011-07-14 16:27:12,990
SA-0187-35-19,L,63317985,2011-10-11 18:03:06,925
SA-0144-10-84,L,68984680,2012-11-24 01:59:36,67
SA-0343-60-69,L,67864224,2011-01-24 10:55:35,1125
SA-0314-69-44,L,65883571,2011-07-23 12:40:58,2013
SA-0155-74-77,L,69985969,2012-04-02 18:22:12,277
SA-0186-07-48,L,66550646,2011-05-28 00:47:21,2240
SA-0263-79-37,L,63977890,2012-06-20 05:47:21,283
SA-0227-78-67,L,66950412,2012-06-08 04:59:46,68
SA-0220-48-64,L,69931879,2012-08-31 13:45:39,3255
SA-0114-12-73,L,60655277,2011-09-12 04:14:03,2523
SA-0227-78-67,L,68080656,2012-01-12 07:24:12,2105
SA-0249-45-54,L,61627594,2011-07-27 10:45:24,1260
SA-0279-91-74,L,67816145,2011-10-25 11:33:12,2300
SA-0220-48-64,L,63878954,2011-12-09 23:12:18,952
SA-0314-69-44,L,62391812,2012-08-26 22:42:48,2823
SA-0314-69-44,L,60962993,2011-05-14 19:01:07,864
SA-0339-42-22,L,65277556,2012-10-26 06:40:18,364
SA-0335-96-08,L,64849520,2011-03-19 01:26:42,2040
SA-0050-81-89,L,65211167,2011-07-08 03:22:32,541
SA-0339-42-22,L,64595120,2012-11-23 04:34:16,2280
SA-0080-84-93,L,65843916,2012-03-20 13:24:01,2158
SA-0290-06-89,L,67145126,2011-01-13 10:44:50,140
SA-0303-06-26,L,66157307,2012-03-27 23:25:52,2476
SA-0378-80-96,L,67618173,2012-01-16 01:44:00,2818
SA-0063-02-33,L,63148513,2011-07-01 20:42:04,351
SA-0187-35-19,L,67333561,2012-05-26 10:19:25,300
SA-0202-82-34,L,60481177,2012-10-26 01:41:07,3539
SA-0133-16-62,L,66808011,2012-05-15 08:06:57,2596
SA-0222-28-58,L,66351783,2011-08-10 02:02:08,1854
SA-0107-05-98,L,65116618,2012-01-12 22:20:18,1290
SA-0303-06-26,L,63377727,2011-04-18 16:05:37,277
SA-0055-36-68,L,68363170,2012-09-20 20:57:01,3082
SA-0185-59-07,L,69788228,2011-11-19 12:26:37,2824
SA-0185-59-07,L,67827777,2012-09-29 23:17:58,255
SA-0252-71-33,L,65498980,2011-12-23 13:58:44,3022
SA-0133-16-62,L,63205909,2011-05-17 21:56:15,2380
SA-0263-79-37,L,67361901,2011-08-30 01:46:49,3272
SA-0151-98-79,L,65979179,2012-11-22 04:08:16,3068
SA-0210-42-47,L,64766302,2012-01-16 22:55:42,860
SA-0021-95-06,L,67109194,2011-12-16 14:01:18,2775
SA-0305-50-15,L,60665113,2012-10-13 03:59:30,710
SA-0187-35-19,L,66974495,2011-11-01 14:06:09,2573
SA-0147-43-82,L,63940212,2012-06-28 00:47:15,837
SA-0112-53-34,L,63710358,2012-04-10 21:05:07,3571
SA-0182-19-79,L,63560474,2011-11-06 11:06:46,901
SA-0312-94-95,L,60445860,2012-02-15 23:45:55,2093
SA-0252-71-33,L,67094454,2011-10-30 13:40:26,1567
SA-0021-95-06,L,69449485,2012-06-23 17:25:42,1430
SA-0312-94-95,L,64768839,2011-06-28 18:15:08,3324
SA-0210-42-47,L,68074759,2012-08-31 22:57:21,1835
SA-0138-33-52,L,67907417,2011-07-06 11:27:41,3385
SA-0210-42-47,L,61494487,2012-09-24 18:07:23,3150
SA-0339-42-22,L,66902313,2012-03-21 14:10:10,2629
SA-0220-48-64,L,66123851,2012-09-19 12:35:28,2016
SA-0401-55-12,L,66126511,2012-04-29 19:25:42,1093
SA-0339-42-22,L,62486843,2012-12-23 02:45:32,1453
SA-0144-10-84,L,68338035,2011-01-13 20:33:14,1429
SA-0314-69-44,L,62089216,2011-06-30 11:57:51,1127
SA-0185-10-64,L,68224830,2011-07-09 09:25:01,988
SA-0343-60-69,L,64065167,2012-02-07 21:42:55,1222
SA-0145-41-01,L,65243115,2012-06-05 04:35:57,2802
SA-0114-12-73,L,64825146,2011-04-05 13:51:55,1850
SA-0063-02-33,L,68909807,2011-01-29 07:06:59,1291
SA-0303-06-26,L,65347859,2012-05-26 15:00:01,1092
SA-0314-69-44,L,68040462,2011-02-11 00:03:11,3352
SA-0220-61-46,L,67406270,2011-07-10 06:58:14,1958
SA-0144-10-84,L,69949211,2012-07-26 13:31:21,3021
SA-0202-82-34,L,65975284,2012-01-26 11:04:37,2736
SA-0314-69-44,L,60133669,2011-07-27 02:14:23,266
SA-0155-74-77,L,66264047,2012-08-27 03:18:04,730
SA-0339-42-22,L,61623683,2012-04-17 00:12:23,679
SA-0414-20-79,L,66862959,2012-08-22 20:58:00,2544
SA-0335-96-08,L,65211291,2011-09-21 03:03:12,2376
SA-0063-02-33,L,68602163,2011-01-01 12:48:26,1313
SA-0202-82-34,L,68630838,2012-10-08 11:36:41,3210
SA-0186-07-48,L,64175312,2011-02-24 04:25:38,1056
SA-0303-06-26,L,68711786,2011-11-26 13:06:40,3504
SA-0186-07-48,L,68552591,2012-06-05 00:54:06,809
SA-0249-45-54,L,68341198,2012-05-24 10:58:19,202
SA-0080-84-93,L,63634985,2011-05-31 17:52:52,2588
SA-0220-61-46,L,63182446,2012-12-20 15:41:05,2196
SA-0033-12-88,L,69827573,2011-05-07 17:18:45,664
SA-0021-95-06,L,61576133,2012-03-02 12:57:07,1415
SA-0138-33-52,L,62633826,2012-04-19 22:02:09,981
SA-0050-81-89,L,68761841,2012-03-03 17:02:19,2034
SA-0249-45-54,L,62183908,2012-02-04 02:26:12,202
SA-0092-93-02,L,65185839,2012-11-01 20:54:00,3143
SA-0227-78-67,L,68144197,2011-07-18 05:50:05,60
SA-0147-43-82,L,65826131,2012-11-16 02:33:25,249
SA-0185-10-64,L,60131435,2011-11-07 06:26:26,2090
SA-0138-33-52,L,61939369,2012-01-18 07:51:02,123
SA-0182-19-79,L,62010313,2012-04-21 16:46:18,2105
SA-0055-36-68,L,60453893,2011-01-08 15:50:58,1581
SA-0312-94-95,L,65447222,2011-10-31 00:11:51,893
SA-0335-96-08,L,66917459,2011-11-07 18:44:57,1128
SA-0261-41-34,L,66605027,2012-03-24 02:32:06,2638
SA-0155-74-77,L,65666755,2012-04-13 07:01:45,2062
SA-0378-80-96,L,68430116,2011-11-09 19:14:42,2736
SA-0155-74-77,L,62272557,2012-11-20 15:37:06,3361
SA-0055-36-68,L,64769507,2011-03-04 22:06:09,2584
SA-0050-81-89,L,66199299,2011-12-08 17:56:22,1233
SA-0414-20-79,L,69455384,2012-01-22 11:30:32,3000
SA-0037-94-05,L,66597699,2011-07-16 17:43:49,1094
SA-0155-74-77,L,68194953,2012-05-15 22:05:34,241
SA-0312-94-95,L,69293112,2012-09-26 18:28:13,260
SA-0414-86-48,L,67005482,2012-10-07 21:11:59,1326
SA-0335-96-08,L,69263319,2012-11-11 08:38:55,2292
SA-0343-60-69,L,64636604,2011-02-21 14:52:20,2527
SA-0227-78-67,L,69270846,2011-01-24 07:46:01,1423
SA-0343-60-69,L,69495824,2012-04-14 06:40:23,2416
SA-0227-78-67,L,62131003,2011-11-03 11:48:17,3020
SA-0138-33-52,L,66628888,2011-05-04 15:13:29,2236
SA-0220-48-64,L,63650162,2011-03-21 23:41:10,1606
SA-0144-10-84,L,62565388,2011-10-26 10:43:49,1331
SA-0186-07-48,L,61085568,2011-11-18 22:01:21,1598
SA-0220-61-46,L,63235022,2011-08-27 03:25:18,250
SA-0220-48-64,L,65368712,2012-09-22 19:24:51,2142
SA-0033-12-88,L,64375566,2012-08-31 05:30:39,184
SA-0249-45-54,L,65933640,2011-11-02 06:29:20,140
SA-0151-98-79,L,65993095,2012-07-11 04:59:12,1051
SA-0114-12-73,L,63101739,2012-07-25 19:27:41,2129
SA-0227-78-67,L,69046771,2012-04-04 00:07:30,540
SA-0414-20-79,L,61996370,2012-04-24 16:19:25,2286
SA-0145-41-01,L,60498168,2012-08-07 18:35:49,2106
SA-0144-10-84,L,67495505,2012-09-12 11:02:52,2680
SA-0303-06-26,L,65471911,2011-10-09 08:11:44,602
SA-0220-61-46,L,65631700,2011-03-03 03:23:53,3214
SA-0222-28-58,L,67513698,2011-08-17 16:31:49,598
SA-0252-71-33,L,68649047,2012-07-05 08:12:36,3599
SA-0185-59-07,L,69080883,2011-09-24 19:14:47,2093
SA-0185-10-64,L,69938742,2012-03-04 01:35:38,2971
SA-0037-94-05,L,69095860,2011-08-05 09:59:45,2336
SA-0279-91-74,L,67470618,2012-02-12 23:38:44,2574
SA-0220-61-46,L,61838531,2011-09-02 22:02:42,1826
SA-0414-20-79,L,61717219,2011-09-13 19:29:52,1786
SA-0303-06-26,L,65672185,2012-12-29 16:16:47,2944
SA-0227-78-67,L,65994945,2012-02-09 10:04:52,78
SA-0050-81-89,L,61240634,2011-11-15 16:50:14,3130
SA-0185-10-64,L,67853146,2012-03-10 00:50:57,643
SA-0112-53-34,L,65549040,2012-11-21 00:23:56,999
SA-0261-41-34,L,61598833,2012-03-16 06:18:10,2583
SA-0145-41-01,L,64865885,2012-10-08 17:39:10,1802
SA-0114-12-73,L,68926549,2011-05-08 01:33:11,3206
SA-0202-82-34,L,67372340,2011-10-30 23:19:46,422
SA-0303-06-26,L,68294306,2011-11-20 00:06:21,2365
SA-0361-84-31,L,69753981,2012-07-05 17:51:18,1256
SA-0263-79-37,L,64783178,2011-10-27 00:51:15,1440
SA-0050-81-89,L,62239988,2011-04-23 19:55:53,2481
SA-0092-93-02,L,63252373,2012-09-11 02:49:11,1518
SA-0303-06-26,L,69598905,2012-09-19 10:04:12,1846
SA-0185-59-07,L,65203706,2012-08-08 00:30:34,3250
SA-0080-84-93,L,67353553,2011-06-08 15:12:16,116
SA-0249-45-54,L,69325241,2011-08-24 05:11:11,2240
SA-0263-79-37,L,62500675,2011-06-28 09:22:16,2370
SA-0050-81-89,L,60110500,2012-10-22 20:22:28,1086
SA-0263-79-37,L,64243668,2012-11-02 01:00:47,2268
SA-0220-48-64,L,68666920,2011-05-24 10:34:38,1642
SA-0414-86-48,L,68861493,2012-09-22 23:57:50,2025
SA-0145-41-01,L,69478020,2012-04-01 22:31:05,3551
SA-0033-12-88,L,69700230,2011-10-02 23:11:59,482
SA-0107-05-98,L,65893750,2011-01-01 00:42:48,1433
SA-0279-91-74,L,66790893,2012-06-11 13:20:38,1865
SA-0343-60-69,L,64390058,2011-07-19 05:51:18,1898
SA-0080-84-93,L,67786438,2012-07-07 13:48:58,1648
SA-0033-12-88,L,69341135,2011-01-16 20:23:16,127
SA-0107-05-98,L,64799843,2011-08-26 21:37:07,1980
SA-0186-07-48,L,69334717,2011-05-10 17:02:36,1662
SA-0378-80-96,L,64671814,2011-02-20 19:22:43,2829
SA-0222-28-58,L,65755607,2011-04-26 02:15:02,1791
SA-0021-95-06,L,65736061,2012-10-03 07:53:22,799
SA-0290-06-89,L,61561069,2012-05-25 00:41:02,528
SA-0401-55-12,L,64856829,2011-02-06 19:23:49,1758
SA-0220-48-64,L,68025737,2012-02-07 18:53:23,1254
SA-0401-55-12,L,62746531,2012-12-06 02:52:49,3276
SA-0378-80-96,L,61039527,2012-05-09 00:53:28,2960
SA-0263-79-37,L,65918561,2012-03-02 15:51:08,2677
SA-0249-45-54,L,60148757,2011-12-30 17:46:10,2722
SA-0361-84-31,L,66046374,2012-10-11 08:50:34,799
SA-0186-07-48,L,60943933,2011-08-27 17:50:53,2575
SA-0312-94-95,L,62821453,2011-06-19 19:19:27,2155
SA-0414-20-79,L,64868243,2012-04-17 20:14:04,935
SA-0220-61-46,L,65466909,2012-01-17 12:35:45,1303
SA-0361-84-31,L,65539400,2012-11-27 10:08:36,2649
SA-0263-79-37,L,68428514,2011-09-28 12:10:57,2682
SA-0033-12-88,L,64659292,2012-01-03 10:48:37,1099
SA-0112-53-34,L,69400079,2011-06-09 14:09:40,2498
SA-0182-19-79,L,65525615,2011-05-19 18:11:40,2527
SA-0210-42-47,L,62429281,2012-04-07 05:39:57,1201
SA-0303-06-26,L,60225042,2011-10-01 20:08:53,1830
SA-0009-04-02,L,61559491,2011-09-18 13:41:02,149
SA-0021-95-06,L,63171797,2011-03-02 21:56:28,235
SA-0147-43-82,L,64291948,2012-04-03 11:03:06,2901
SA-0138-33-52,L,67750759,2012-10-13 19:59:44,3506
SA-0303-06-26,L,69328713,2012-11-01 23:08:52,439
SA-0314-69-44,L,63549569,2011-07-10 07:07:52,230
SA-0005-14-91,L,66796958,2011-03-15 05:58:35,2197
SA-0182-19-79,L,69008419,2012-07-02 17:51:56,1354
SA-0185-10-64,L,69029748,2012-09-27 08:47:42,771
SA-0145-41-01,L,61304939,2011-04-16 13:36:54,559
SA-0361-84-31,L,61877351,2011-10-23 16:49:30,2391
SA-0145-41-01,L,60896898,2012-01-03 18:29:35,1649
SA-0107-05-98,L,69026815,2012-04-11 00:18:34,3262
SA-0343-60-69,L,64789196,2012-10-19 00:08:37,1583
SA-0414-86-48,L,65513691,2012-02-14 01:32:14,440
SA-0279-91-74,L,69155447,2012-04-10 02:02:31,2234
SA-0220-48-64,L,66616370,2012-03-18 18:52:39,293
SA-0261-41-34,L,65863147,2012-07-21 03:42:33,2817
SA-0414-20-79,L,66847736,2012-01-03 04:36:33,525
SA-0145-41-01,L,67206756,2012-05-10 06:18:48,491
SA-0133-16-62,L,60698579,2011-03-22 13:38:46,2238
SA-0012-71-76,L,62668462,2011-02-07 04:34:18,2541
SA-0092-93-02,L,68448518,2011-11-21 19:13:09,2912
SA-0107-05-98,L,62026852,2011-10-24 11:16:33,1689
SA-0063-02-33,L,66286037,2012-11-16 22:54:21,2005
SA-0414-86-48,L,64425929,2011-12-13 07:21:57,3215
SA-0401-55-12,L,61934885,2011-05-08 18:30:05,2791
SA-0220-61-46,L,62268229,2011-09-02 12:55:49,1337
SA-0185-59-07,L,66843892,2011-01-17 14:45:07,2308
SA-0227-78-67,L,61481409,2011-03-23 22:36:45,1693
SA-0314-69-44,L,64323097,2012-06-23 04:57:16,3162
SA-0343-60-69,L,63936124,2011-06-06 10:41:13,3013
SA-0335-96-08,L,62048415,2012-11-12 15:20:54,3197
SA-0414-20-79,L,69073145,2011-10-04 01:04:25,2868
SA-0401-55-12,L,63267913,2011-08-30 05:51:30,2578
SA-0401-55-12,L,61376264,2012-02-15 05:35:14,537
SA-0080-84-93,L,68800876,2012-09-25 06:06:26,2644
SA-0080-84-93,L,62142783,2012-11-25 10:26:11,1647
SA-0080-84-93,L,69007830,2012-11-14 14:14:54,2734
SA-0210-42-47,L,62234451,2011-08-19 00:00:35,631
SA-0378-80-96,L,67980010,2011-04-29 11:15:35,3210
SA-0290-06-89,L,64221035,2012-12-08 06:33:14,584
SA-0092-93-02,L,66877350,2012-06-18 04:27:54,1875
SA-0210-42-47,L,67792373,2011-06-27 01:40:23,640
SA-0261-41-34,L,67594256,2012-06-22 10:36:29,3219
SA-0186-07-48,L,67872807,2012-02-05 21:30:55,1994
SA-0080-84-93,L,63805193,2011-12-20 17:24:18,1450
SA-0186-07-48,L,67682112,2011-08-21 11:36:34,1027
SA-0155-74-77,L,64066230,2012-10-01 19:58:39,158
SA-0401-55-12,L,66097926,2011-12-18 17:30:53,1671
SA-0303-06-26,L,68585950,2012-02-09 14:19:05,236
SA-0290-06-89,L,60842339,2011-12-01 07:57:04,363
SA-0147-43-82,L,69078005,2012-06-04 15:15:35,2020
SA-0012-71-76,L,61205414,2012-12-18 11:35:39,2465
SA-0227-78-67,L,60427138,2012-01-19 14:46:15,3407
SA-0361-84-31,L,65479941,2011-02-23 22:05:25,1870
SA-0202-82-34,L,61373985,2012-11-04 00:07:26,857
SA-0155-74-77,L,60138045,2011-10-25 09:59:56,1907
SA-0147-43-82,L,65527846,2011-06-20 17:22:57,2217
SA-0050-81-89,L,66020421,2011-06-27 02:48:43,752
SA-0147-43-82,L,65005062,2011-03-20 13:17:12,2144
SA-0155-74-77,L,68707870,2012-02-06 13:45:41,1829
SA-0314-69-44,L,60666215,2012-07-15 07:42:03,390
SA-0185-10-64,L,60278744,2012-07-25 23:58:04,1141
SA-0343-60-69,L,60730430,2011-06-20 20:24:29,2959
SA-0033-12-88,L,63625780,2012-02-10 12:07:04,3471
SA-0414-86-48,L,65414549,2011-12-17 13:16:50,321
SA-0092-93-02,L,69654553,2011-08-26 18:33:50,2188
SA-0414-20-79,L,61300964,2012-02-12 19:27:07,1257
SA-0155-74-77,L,63065939,2012-09-14 23:29:40,90
SA-0033-12-88,L,63090340,2011-04-28 14:07:27,1115
SA-0305-50-15,L,68607947,2011-04-05 14:52:17,227
SA-0220-61-46,L,67545098,2012-09-23 22:04:16,1874
SA-0114-12-73,L,61439223,2012-09-15 09:15:50,1319
