AccNo,CaMVLMVLTMVIme,Type,PhoneNo,DuMVRatMVIon
SA-0361-84-31,21/1/2012 7:34,MVL,67415912,220
SA-0037-94-05,12/12/2012 8:22,MVL,68557273,612
SA-0151-98-79,29/12/2011 1:27,MVL,60301082,486
SA-0147-43-82,19/12/2011 1:38,MVL,64869911,556
SA-0378-80-96,16/8/2012 20:57,MVL,68987628,612
SA-0112-53-34,14/10/2012 21:04,MVL,60249435,603
SA-0133-16-62,18/12/2012 10:13,MVL,61085705,770
SA-0055-36-68,12/11/2011 23:55,MVL,61846069,572
SA-0080-84-93,24/7/2012 19:49,MVL,61985354,723
SA-0261-41-34,13/10/2011 5:11,MVL,64284034,739
SA-0401-55-12,13/6/2011 12:41,MVL,66215414,298
SA-0185-59-07,3/5/2011 4:39,MVL,67385348,507
SA-0252-71-33,23/1/2011 10:01,MVL,69721512,743
SA-0414-20-79,30/6/2012 5:30,MVL,62436646,372
SA-0290-06-89,26/8/2011 18:33,MVL,60314367,841
SA-0339-42-22,18/4/2011 7:48,MVL,66559307,677
SA-0312-94-95,29/10/2012 16:54,MVL,61403815,950
SA-0151-98-79,21/11/2011 15:00,MVL,67188808,959
SA-0151-98-79,26/1/2011 17:42,MVL,68005648,794
SA-0187-35-19,17/6/2011 12:43,MVL,62267644,874
SA-0210-42-47,5/11/2011 8:32,MVL,66448942,720
SA-0220-48-64,3/12/2011 3:23,MVL,69119049,72
SA-0155-74-77,31/1/2011 11:57,MVL,64237242,962
SA-0343-60-69,25/12/2011 8:08,MVL,68081315,80
SA-0114-12-73,1/12/2011 11:22,MVL,62458849,429
SA-0227-78-67,25/8/2011 14:59,MVL,62655056,365
SA-0037-94-05,25/2/2011 5:11,MVL,60423294,480
SA-0114-12-73,28/8/2011 13:00,MVL,64961454,220
SA-0343-60-69,23/2/2012 14:38,MVL,62663031,765
SA-0222-28-58,29/5/2011 4:59,MVL,65492428,108
SA-0210-42-47,19/5/2012 5:59,MVL,63680571,392
SA-0312-94-95,11/1/2012 14:29,MVL,69898507,405
SA-0279-91-74,6/4/2012 11:21,MVL,61813073,658
SA-0155-74-77,7/2/2012 21:54,MVL,60680890,803
SA-0220-48-64,30/9/2012 17:46,MVL,64192997,975
SA-0112-53-34,3/5/2011 11:43,MVL,60752726,997
SA-0185-59-07,26/5/2012 20:16,MVL,62516466,990
SA-0107-05-98,9/10/2012 4:17,MVL,62483967,989
SA-0107-05-98,2/6/2011 4:24,MVL,60307796,773
SA-0227-78-67,8/12/2012 12:42,MVL,67498521,199
SA-0186-07-48,23/7/2011 4:06,MVL,60104803,794
SA-0335-96-08,1/4/2011 12:28,MVL,66959426,858
SA-0147-43-82,24/3/2012 16:18,MVL,67191916,756
SA-0339-42-22,24/5/2012 1:22,MVL,62407759,180
SA-0033-12-88,22/12/2012 13:47,MVL,65510118,146
SA-0155-74-77,10/8/2012 19:49,MVL,66444391,466
SA-0227-78-67,13/2/2011 3:17,MVL,60520482,195
SA-0151-98-79,15/6/2012 13:03,MVL,61362719,924
SA-0312-94-95,28/1/2011 0:02,MVL,67252418,355
SA-0151-98-79,31/10/2011 10:15,MVL,66843293,488
SA-0261-41-34,9/11/2012 14:42,MVL,69317891,148
SA-0220-48-64,18/1/2011 19:30,MVL,68320023,259
SA-0055-36-68,30/11/2011 7:25,MVL,67932217,916
SA-0182-19-79,11/8/2012 7:14,MVL,67357395,539
SA-0414-20-79,3/3/2012 20:22,MVL,60256033,456
SA-0063-02-33,16/9/2011 17:53,MVL,60627014,253
SA-0145-41-01,29/4/2012 22:38,MVL,65371635,785
SA-0182-19-79,1/2/2012 19:07,MVL,61665963,104
SA-0147-43-82,31/10/2011 15:49,MVL,63441755,122
SA-0185-10-64,30/10/2011 12:00,MVL,62684167,455
SA-0252-71-33,21/1/2011 1:41,MVL,63476544,285
SA-0187-35-19,27/9/2011 18:33,MVL,67055596,782
SA-0009-04-02,6/12/2011 3:57,MVL,69520383,537
SA-0186-07-48,9/9/2012 14:17,MVL,67887155,526
SA-0303-06-26,21/10/2011 16:55,MVL,62470422,672
SA-0107-05-98,2/9/2011 7:11,MVL,64044409,976
SA-0147-43-82,30/10/2011 23:21,MVL,64757773,972
SA-0252-71-33,15/9/2011 6:58,MVL,65091415,154
SA-0187-35-19,26/9/2011 13:03,MVL,65115594,925
SA-0112-53-34,12/2/2012 5:44,MVL,61234777,400
SA-0312-94-95,1/12/2012 10:37,MVL,62235837,482
SA-0263-79-37,31/12/2012 2:52,MVL,69165077,282
SA-0339-42-22,3/2/2011 7:11,MVL,65150769,165
SA-0210-42-47,30/5/2012 0:27,MVL,69543570,401
SA-0249-45-54,24/6/2012 2:31,MVL,65057236,618
SA-0305-50-15,4/12/2012 13:04,MVL,65491450,941
SA-0202-82-34,6/6/2012 12:47,MVL,64282897,820
SA-0361-84-31,3/1/2012 4:31,MVL,63168281,716
SA-0220-48-64,2/12/2011 23:43,MVL,63058414,551
SA-0401-55-12,2/8/2011 22:08,MVL,68526713,981
SA-0145-41-01,26/3/2012 21:51,MVL,63523130,915
SA-0187-35-19,10/10/2012 19:53,MVL,62286054,711
SA-0080-84-93,5/8/2012 6:13,MVL,61408849,776
SA-0009-04-02,10/9/2011 11:33,MVL,62691223,950
SA-0144-10-84,24/7/2011 21:02,MVL,69406318,739
SA-0185-59-07,31/7/2012 0:16,MVL,68788497,760
SA-0037-94-05,30/7/2011 5:23,MVL,63832397,416
SA-0220-48-64,12/9/2011 14:24,MVL,68819778,647
SA-0314-69-44,3/7/2011 17:46,MVL,63506546,490
SA-0050-81-89,24/2/2012 7:30,MVL,66088471,700
SA-0050-81-89,1/8/2011 3:01,MVL,63618675,899
SA-0220-61-46,27/10/2011 11:51,MVL,67888416,403
SA-0343-60-69,17/7/2011 3:29,MVL,66045882,357
SA-0378-80-96,2/3/2012 8:38,MVL,64654653,422
SA-0185-10-64,26/12/2011 18:37,MVL,66528826,126
SA-0021-95-06,12/8/2011 0:46,MVL,65416672,236
SA-0037-94-05,31/7/2012 22:01,MVL,60798262,99
SA-0378-80-96,29/4/2012 3:31,MVL,67879642,354
SA-0080-84-93,9/8/2012 15:44,MVL,65682377,855
SA-0037-94-05,9/10/2012 18:02,MVL,60984121,531
SA-0227-78-67,16/10/2011 2:49,MVL,63975990,397
SA-0361-84-31,28/12/2012 18:17,MVL,60031651,952
SA-0037-94-05,5/1/2012 8:09,MVL,65821693,787
SA-0107-05-98,15/11/2011 1:19,MVL,62578740,524
SA-0037-94-05,31/7/2012 13:14,MVL,66095476,679
SA-0202-82-34,16/7/2012 23:14,MVL,67935336,945
SA-0378-80-96,4/11/2012 21:04,MVL,69348328,524
SA-0005-14-91,26/5/2012 2:25,MVL,60174016,80
SA-0092-93-02,5/10/2012 22:07,MVL,64949838,620
SA-0114-12-73,17/4/2012 4:45,MVL,62490137,984
SA-0222-28-58,12/12/2012 23:06,MVL,60959591,961
SA-0151-98-79,21/7/2012 22:11,MVL,62020769,197
SA-0080-84-93,26/10/2011 20:04,MVL,60732211,919
SA-0114-12-73,27/7/2011 16:54,MVL,64850762,86
SA-0361-84-31,27/3/2012 9:34,MVL,62878847,671
SA-0112-53-34,14/1/2011 4:22,MVL,67507435,219
SA-0290-06-89,18/11/2011 12:02,MVL,68188480,755
SA-0279-91-74,27/7/2012 7:20,MVL,68396565,124
SA-0305-50-15,31/10/2011 18:16,MVL,62613730,787
SA-0339-42-22,23/6/2011 18:13,MVL,66273453,241
SA-0261-41-34,17/1/2012 5:03,MVL,69011547,604
SA-0138-33-52,17/12/2012 11:44,MVL,60762959,619
SA-0252-71-33,18/12/2012 6:50,MVL,64377029,624
SA-0185-59-07,31/3/2011 5:07,MVL,64233793,561
SA-0055-36-68,2/2/2012 10:23,MVL,62460028,190
SA-0063-02-33,14/4/2012 12:23,MVL,62396177,258
SA-0305-50-15,8/5/2012 3:01,MVL,61583747,433
SA-0021-95-06,10/5/2011 1:46,MVL,69474805,606
SA-0147-43-82,22/11/2011 6:58,MVL,65381275,860
SA-0133-16-62,26/4/2011 20:34,MVL,63313108,372
SA-0138-33-52,27/3/2011 0:14,MVL,69959396,504
SA-0339-42-22,29/9/2011 20:49,MVL,60373815,630
SA-0092-93-02,19/11/2011 8:09,MVL,62319631,834
SA-0005-14-91,11/12/2011 5:31,MVL,60755774,559
SA-0314-69-44,19/2/2011 15:28,MVL,69231119,597
SA-0021-95-06,20/11/2011 22:06,MVL,63231244,923
SA-0312-94-95,3/4/2012 18:03,MVL,61972961,721
SA-0187-35-19,7/8/2012 23:52,MVL,67266990,480
SA-0185-10-64,23/7/2011 0:52,MVL,69990016,135
SA-0185-59-07,6/2/2012 17:47,MVL,63670650,512
SA-0202-82-34,24/10/2011 15:44,MVL,64204697,479
SA-0144-10-84,6/10/2011 15:41,MVL,64519074,931
SA-0335-96-08,15/8/2011 8:24,MVL,63761242,724
SA-0279-91-74,14/8/2012 13:46,MVL,69601281,882
SA-0063-02-33,14/12/2011 12:19,MVL,61718815,495
SA-0114-12-73,21/7/2011 15:42,MVL,68463452,159
SA-0080-84-93,17/4/2011 4:19,MVL,61164911,475
SA-0279-91-74,22/2/2012 23:09,MVL,69651811,389
SA-0055-36-68,13/4/2011 14:49,MVL,69877020,103
SA-0185-59-07,23/5/2011 2:42,MVL,65012669,864
SA-0187-35-19,11/3/2012 8:26,MVL,63855935,146
SA-0314-69-44,1/4/2011 11:03,MVL,63555832,743
SA-0037-94-05,28/8/2011 1:05,MVL,68232662,563
SA-0037-94-05,20/6/2012 15:13,MVL,67519179,172
SA-0112-53-34,5/7/2011 10:02,MVL,64760301,358
SA-0145-41-01,1/10/2012 21:31,MVL,66900296,291
SA-0202-82-34,26/7/2011 17:25,MVL,61743474,342
SA-0080-84-93,29/1/2011 1:53,MVL,69756836,263
SA-0378-80-96,23/9/2012 1:02,MVL,68765345,395
SA-0050-81-89,27/12/2011 1:09,MVL,69166031,381
SA-0145-41-01,10/1/2011 21:45,MVL,64397502,605
SA-0009-04-02,11/1/2012 11:46,MVL,66124565,408
SA-0202-82-34,28/12/2011 13:12,MVL,63536596,173
SA-0147-43-82,25/8/2012 15:36,MVL,65934877,135
SA-0005-14-91,7/2/2011 17:42,MVL,60558265,419
SA-0290-06-89,12/1/2011 16:24,MVL,66833973,989
SA-0182-19-79,17/7/2012 9:40,MVL,62483260,335
SA-0378-80-96,27/8/2012 13:58,MVL,67962957,446
SA-0147-43-82,28/10/2011 12:58,MVL,60092636,89
SA-0252-71-33,10/3/2011 5:56,MVL,60085624,360
SA-0202-82-34,14/8/2012 3:26,MVL,64695535,191
SA-0279-91-74,4/9/2011 9:40,MVL,64756628,337
SA-0005-14-91,7/3/2011 5:11,MVL,61974142,346
SA-0401-55-12,16/2/2012 14:31,MVL,64242584,965
SA-0263-79-37,10/11/2012 22:09,MVL,67005633,128
SA-0063-02-33,3/9/2011 6:24,MVL,63447052,389
SA-0343-60-69,10/11/2011 20:29,MVL,64390981,827
SA-0220-61-46,6/1/2011 20:31,MVL,60865585,367
SA-0092-93-02,6/2/2012 6:22,MVL,60248349,280
SA-0055-36-68,28/8/2011 14:17,MVL,67162727,469
SA-0252-71-33,21/9/2012 1:11,MVL,62710063,517
SA-0249-45-54,13/5/2012 7:21,MVL,66711603,706
SA-0147-43-82,30/1/2011 5:56,MVL,69190303,85
SA-0133-16-62,26/2/2011 16:20,MVL,64843908,189
SA-0210-42-47,22/9/2011 15:46,MVL,67886416,999
SA-0186-07-48,24/12/2011 0:18,MVL,64417693,620
SA-0263-79-37,18/5/2012 12:18,MVL,63289746,320
SA-0335-96-08,4/5/2011 22:45,MVL,60848550,221
SA-0222-28-58,21/12/2012 20:50,MVL,61921676,725
SA-0186-07-48,16/2/2012 17:32,MVL,66973663,287
SA-0361-84-31,2/10/2012 11:27,MVL,63548564,696
SA-0312-94-95,9/8/2012 5:29,MVL,60324666,429
SA-0182-19-79,7/8/2012 6:45,MVL,65791845,983
SA-0005-14-91,15/1/2011 2:38,MVL,60137545,620
SA-0312-94-95,18/3/2012 22:56,MVL,61786914,553
SA-0261-41-34,30/7/2011 8:01,MVL,60131919,709
SA-0186-07-48,19/8/2011 6:57,MVL,61977718,309
SA-0005-14-91,23/6/2011 14:55,MVL,65591363,842
SA-0037-94-05,7/3/2011 15:40,MVL,69379368,878
SA-0222-28-58,3/3/2012 23:35,MVL,61710394,84
SA-0361-84-31,23/12/2012 18:16,MVL,64318310,515
SA-0055-36-68,12/11/2011 18:31,MVL,64343403,337
SA-0092-93-02,27/12/2012 17:50,MVL,68516843,568
SA-0414-86-48,19/11/2012 6:47,MVL,62913301,105
SA-0378-80-96,21/7/2012 14:11,MVL,60365209,417
SA-0220-61-46,14/8/2011 4:05,MVL,69395813,125
SA-0107-05-98,11/1/2011 15:30,MVL,63462358,848
SA-0012-71-76,12/12/2011 9:31,MVL,65224350,447
SA-0063-02-33,6/11/2012 13:44,MVL,64966099,249
SA-0261-41-34,21/7/2012 20:42,MVL,65540162,972
SA-0202-82-34,13/11/2012 8:43,MVL,60112702,973
SA-0012-71-76,10/5/2012 1:23,MVL,67412036,590
SA-0037-94-05,16/11/2011 17:26,MVL,67984303,842
SA-0186-07-48,23/1/2011 17:36,MVL,63661165,631
SA-0187-35-19,17/4/2011 2:06,MVL,69903602,589
SA-0114-12-73,23/9/2011 10:51,MVL,65663180,557
SA-0063-02-33,10/10/2012 1:26,MVL,65721275,427
SA-0261-41-34,28/2/2011 11:55,MVL,64174407,343
SA-0182-19-79,16/7/2012 15:29,MVL,69188308,786
SA-0305-50-15,7/9/2011 1:15,MVL,65018597,231
SA-0138-33-52,8/11/2011 15:14,MVL,60588083,714
SA-0005-14-91,28/4/2012 10:05,MVL,61756785,613
SA-0263-79-37,13/1/2011 13:06,MVL,65195720,258
SA-0147-43-82,18/11/2011 8:04,MVL,60764048,351
SA-0187-35-19,24/10/2011 19:13,MVL,65065900,329
SA-0343-60-69,15/8/2011 9:35,MVL,64945217,117
SA-0050-81-89,8/8/2012 1:25,MVL,62982711,544
SA-0151-98-79,15/12/2011 17:43,MVL,68401730,815
SA-0249-45-54,6/10/2011 20:10,MVL,69968044,512
SA-0187-35-19,5/4/2011 11:32,MVL,68372747,926
SA-0147-43-82,12/1/2011 23:03,MVL,65466917,432
SA-0303-06-26,6/3/2012 6:52,MVL,66223759,494
SA-0144-10-84,28/1/2011 3:51,MVL,61867162,73
SA-0185-59-07,21/10/2012 23:23,MVL,65983747,107
SA-0033-12-88,13/3/2012 13:35,MVL,63803806,772
SA-0252-71-33,19/12/2011 23:36,MVL,68674915,409
SA-0145-41-01,16/12/2011 12:13,MVL,68498453,723
SA-0185-10-64,6/10/2012 6:39,MVL,66356395,227
SA-0186-07-48,4/2/2012 23:19,MVL,61280006,207
SA-0138-33-52,16/4/2011 21:30,MVL,61599484,583
SA-0186-07-48,1/6/2011 11:27,MVL,68075667,513
SA-0220-61-46,29/4/2012 12:59,MVL,65641400,471
SA-0252-71-33,14/8/2012 22:41,MVL,68669714,672
SA-0303-06-26,21/8/2011 2:21,MVL,61222866,116
SA-0290-06-89,3/8/2011 20:51,MVL,63133287,517
SA-0080-84-93,20/1/2012 1:23,MVL,65605028,222
SA-0186-07-48,12/12/2012 9:33,MVL,69618618,975
SA-0261-41-34,17/7/2011 11:42,MVL,66397986,650
SA-0305-50-15,31/8/2012 7:23,MVL,63443961,500
SA-0080-84-93,15/7/2012 8:13,MVL,67879236,149
SA-0009-04-02,9/7/2011 15:25,MVL,67977452,82
SA-0021-95-06,24/3/2012 1:46,MVL,65302268,230
SA-0185-59-07,8/1/2012 13:22,MVL,66545999,279
SA-0414-20-79,6/6/2012 17:54,MVL,65883202,973
SA-0249-45-54,20/7/2011 10:15,MVL,67858987,979
SA-0343-60-69,4/5/2012 21:42,MVL,66174683,927
SA-0220-61-46,25/6/2012 19:59,MVL,61246447,108
SA-0092-93-02,29/5/2012 9:39,MVL,65560878,601
SA-0290-06-89,4/4/2012 4:05,MVL,67766086,909
SA-0263-79-37,5/5/2011 17:35,MVL,60441061,186
SA-0210-42-47,18/12/2011 21:38,MVL,64636392,886
SA-0133-16-62,25/2/2012 15:20,MVL,65680129,904
SA-0252-71-33,5/11/2011 12:20,MVL,65415725,681
SA-0050-81-89,16/1/2012 21:24,MVL,64640325,260
SA-0227-78-67,1/3/2011 18:56,MVL,68612030,890
SA-0290-06-89,21/3/2011 14:09,MVL,60810776,680
SA-0414-86-48,21/4/2012 8:31,MVL,63491711,158
SA-0303-06-26,7/8/2012 8:11,MVL,61941471,269
SA-0050-81-89,19/6/2012 4:11,MVL,61092783,224
SA-0314-69-44,14/1/2011 6:31,MVL,68408892,733
SA-0220-61-46,23/5/2012 20:14,MVL,69047674,410
SA-0182-19-79,17/1/2011 19:16,MVL,61622332,611
SA-0227-78-67,28/1/2011 22:25,MVL,65042944,492
SA-0414-86-48,4/4/2012 13:27,MVL,61529627,864
SA-0012-71-76,1/9/2012 0:41,MVL,69374573,523
SA-0220-61-46,22/6/2012 16:28,MVL,63023964,176
SA-0133-16-62,29/8/2012 8:11,MVL,63266541,303
SA-0305-50-15,6/10/2011 3:27,MVL,69825101,346
SA-0222-28-58,15/8/2011 3:15,MVL,62407069,434
SA-0145-41-01,24/7/2012 5:50,MVL,61179884,968
SA-0263-79-37,15/2/2011 15:55,MVL,66066933,476
SA-0414-86-48,18/3/2012 7:45,MVL,60638516,617
SA-0055-36-68,15/5/2011 5:45,MVL,69032419,326
SA-0182-19-79,18/11/2011 22:15,MVL,67788145,823
SA-0202-82-34,14/9/2011 23:26,MVL,63940556,172
SA-0290-06-89,13/9/2011 15:32,MVL,64129269,729
SA-0185-10-64,9/6/2012 8:36,MVL,66143558,588
SA-0147-43-82,10/6/2011 21:24,MVL,67354502,896
SA-0138-33-52,9/9/2011 19:12,MVL,68438186,74
SA-0220-61-46,4/4/2011 17:16,MVL,65861782,416
SA-0138-33-52,1/1/2012 2:34,MVL,63091592,817
SA-0138-33-52,13/1/2011 19:06,MVL,63574684,457
SA-0220-48-64,7/2/2011 21:53,MVL,61890716,475
SA-0114-12-73,16/12/2011 15:08,MVL,65561610,380
SA-0021-95-06,3/2/2011 16:57,MVL,65292398,565
SA-0335-96-08,14/9/2011 12:04,MVL,60584625,291
SA-0202-82-34,20/7/2012 12:42,MVL,63408398,172
SA-0182-19-79,23/9/2011 14:48,MVL,66593129,166
SA-0033-12-88,3/8/2012 11:26,MVL,64284570,709
SA-0220-48-64,21/4/2012 22:41,MVL,68730211,869
SA-0145-41-01,11/8/2012 18:19,MVL,63926623,888
SA-0092-93-02,5/4/2011 6:46,MVL,61321146,860
SA-0314-69-44,19/8/2012 8:00,MVL,67456120,629
SA-0107-05-98,21/10/2011 7:19,MVL,65628276,590
SA-0033-12-88,14/5/2011 1:06,MVL,66359690,709
SA-0185-10-64,24/5/2012 6:24,MVL,63877194,753
SA-0222-28-58,26/1/2012 15:06,MVL,60938161,863
SA-0005-14-91,3/12/2012 1:16,MVL,60847850,148
SA-0012-71-76,16/7/2012 10:35,MVL,60111187,593
SA-0312-94-95,8/4/2012 13:43,MVL,63669423,907
SA-0305-50-15,3/8/2011 18:12,MVL,61391425,538
SA-0005-14-91,7/10/2011 15:20,MVL,63338764,468
SA-0155-74-77,26/2/2011 20:29,MVL,66864609,490
SA-0185-59-07,14/4/2012 11:19,MVL,61525694,639
SA-0063-02-33,19/9/2011 4:58,MVL,64202182,649
SA-0185-10-64,28/8/2012 13:53,MVL,60077750,912
SA-0414-86-48,3/4/2012 9:28,MVL,61581465,878
SA-0021-95-06,6/12/2012 3:07,MVL,66377834,613
SA-0290-06-89,15/8/2012 4:39,MVL,61573541,583
SA-0185-59-07,17/10/2012 5:53,MVL,66662456,646
SA-0252-71-33,8/8/2011 0:10,MVL,60393900,972
SA-0303-06-26,3/2/2011 9:02,MVL,65620750,757
SA-0252-71-33,19/9/2012 4:44,MVL,63794294,978
SA-0145-41-01,7/10/2012 4:17,MVL,68857927,767
SA-0220-61-46,24/10/2011 20:05,MVL,66810349,534
SA-0138-33-52,20/2/2011 21:56,MVL,60317972,645
SA-0220-48-64,3/10/2011 20:59,MVL,65104967,286
SA-0133-16-62,1/3/2011 0:50,MVL,68714417,997
SA-0050-81-89,14/5/2012 0:30,MVL,66953472,874
SA-0185-59-07,6/9/2012 10:37,MVL,64609922,515
SA-0220-48-64,3/11/2011 3:09,MVL,62206805,708
SA-0021-95-06,26/7/2012 9:24,MVL,65690009,138
SA-0401-55-12,10/7/2012 4:02,MVL,63837713,404
SA-0186-07-48,15/7/2012 21:59,MVL,65957155,752
SA-0107-05-98,15/12/2012 21:29,MVL,64872642,75
SA-0222-28-58,2/4/2012 9:59,MVL,64249392,210
SA-0414-86-48,28/3/2012 15:55,MVL,67221571,249
SA-0378-80-96,5/6/2012 5:27,MVL,66364011,258
SA-0227-78-67,5/12/2011 3:36,MVL,65795906,809
SA-0080-84-93,3/1/2012 1:05,MVL,63922241,777
SA-0414-20-79,7/6/2012 10:36,MVL,65829253,427
SA-0220-48-64,1/9/2012 8:34,MVL,60669687,112
SA-0249-45-54,24/7/2011 23:02,MVL,67657856,113
SA-0155-74-77,24/2/2011 12:13,MVL,67255210,255
SA-0252-71-33,23/6/2011 5:57,MVL,65555940,527
SA-0202-82-34,16/5/2012 10:42,MVL,69229303,968
SA-0147-43-82,13/12/2012 14:35,MVL,65626396,71
SA-0227-78-67,20/8/2011 18:35,MVL,60049448,896
SA-0414-86-48,29/12/2012 12:32,MVL,68921195,441
SA-0182-19-79,18/7/2011 5:23,MVL,67451367,254
SA-0414-86-48,26/8/2011 22:07,MVL,63219440,327
SA-0185-59-07,3/11/2012 8:11,MVL,69375852,630
SA-0151-98-79,1/9/2012 6:08,MVL,67165208,264
SA-0037-94-05,25/9/2011 17:14,MVL,64876690,666
SA-0005-14-91,23/6/2011 11:04,MVL,62099595,352
SA-0182-19-79,8/12/2012 5:42,MVL,63942450,478
SA-0414-86-48,19/1/2012 8:51,MVL,64240443,944
SA-0343-60-69,31/3/2011 14:00,MVL,64595794,517
SA-0182-19-79,21/9/2012 11:33,MVL,61186830,930
SA-0114-12-73,6/2/2011 0:43,MVL,67543693,300
SA-0279-91-74,3/6/2011 14:46,MVL,62904417,304
SA-0009-04-02,19/6/2012 8:51,MVL,68745778,206
SA-0343-60-69,12/2/2011 23:24,MVL,61498184,142
SA-0343-60-69,7/9/2011 10:23,MVL,60319558,485
SA-0249-45-54,17/4/2011 21:09,MVL,67081740,458
SA-0220-61-46,29/8/2012 7:43,MVL,60594512,311
SA-0305-50-15,26/12/2011 15:38,MVL,62668037,842
SA-0187-35-19,24/5/2012 20:13,MVL,64982351,282
SA-0133-16-62,11/3/2012 11:39,MVL,67321309,135
SA-0305-50-15,2/6/2011 9:31,MVL,60230635,175
SA-0305-50-15,9/10/2012 8:04,MVL,63125635,493
SA-0220-61-46,13/8/2011 3:30,MVL,63695056,376
SA-0050-81-89,18/9/2012 13:22,MVL,61672252,302
SA-0303-06-26,14/11/2012 4:28,MVL,64892560,361
SA-0261-41-34,14/6/2011 3:36,MVL,67367027,408
SA-0263-79-37,29/9/2012 5:34,MVL,64498691,255
SA-0112-53-34,2/1/2011 21:30,MVL,64292805,542
SA-0063-02-33,9/8/2012 5:44,MVL,63644370,412
SA-0155-74-77,13/8/2012 20:49,MVL,65507290,548
SA-0114-12-73,13/4/2012 10:26,MVL,60609601,765
SA-0138-33-52,18/11/2012 8:53,MVL,62054318,447
SA-0414-86-48,17/2/2012 14:14,MVL,60592995,748
SA-0114-12-73,18/9/2011 1:56,MVL,64015379,982
SA-0185-10-64,2/7/2011 18:23,MVL,63460965,307
SA-0187-35-19,11/2/2012 19:23,MVL,64503503,855
SA-0312-94-95,31/8/2011 9:44,MVL,69714930,515
SA-0263-79-37,27/4/2011 21:54,MVL,69853798,691
SA-0252-71-33,9/8/2012 18:55,MVL,65692057,347
SA-0055-36-68,10/3/2012 14:13,MVL,61121799,925
SA-0033-12-88,16/4/2011 2:08,MVL,60825988,436
SA-0343-60-69,18/7/2011 2:00,MVL,63426539,563
SA-0185-59-07,19/12/2011 8:13,MVL,69563354,570
SA-0133-16-62,1/12/2012 21:54,MVL,60449783,176
SA-0138-33-52,14/1/2012 22:44,MVL,66997557,900
SA-0279-91-74,30/5/2011 21:46,MVL,63810163,258
SA-0303-06-26,7/3/2012 11:23,MVL,69062550,586
SA-0263-79-37,30/8/2011 0:57,MVL,65555438,692
SA-0414-20-79,17/12/2011 5:19,MVL,67842118,166
SA-0361-84-31,6/6/2011 23:09,MVL,65576170,807
SA-0401-55-12,14/1/2012 10:05,MVL,63095488,288
SA-0314-69-44,16/2/2012 13:32,MVL,61263472,991
SA-0185-59-07,2/7/2011 11:06,MVL,62301516,992
SA-0401-55-12,22/9/2012 5:46,MVL,61465351,220
SA-0305-50-15,7/3/2012 1:11,MVL,67759069,642
SA-0033-12-88,20/1/2011 20:56,MVL,68471023,739
SA-0037-94-05,29/6/2011 20:37,MVL,65392806,492
SA-0303-06-26,29/4/2012 18:38,MVL,61246098,841
SA-0145-41-01,13/11/2012 14:44,MVL,67748464,893
SA-0005-14-91,27/12/2011 17:24,MVL,69046745,573
SA-0182-19-79,29/7/2011 4:36,MVL,69730055,488
SA-0414-86-48,9/6/2011 8:19,MVL,67163597,882
SA-0107-05-98,19/4/2011 9:11,MVL,69584567,444
SA-0107-05-98,15/5/2012 17:31,MVL,60210746,386
SA-0112-53-34,23/8/2012 3:12,MVL,69922732,115
SA-0133-16-62,14/2/2011 20:21,MVL,61734016,905
SA-0290-06-89,3/1/2012 6:38,MVL,68876002,786
SA-0145-41-01,25/9/2012 10:12,MVL,69842930,795
SA-0220-48-64,16/1/2011 4:53,MVL,69000095,915
SA-0005-14-91,8/9/2011 12:51,MVL,68581406,765
SA-0222-28-58,18/7/2012 1:23,MVL,67771077,674
SA-0401-55-12,18/8/2012 18:20,MVL,60029064,752
SA-0227-78-67,27/7/2011 13:03,MVL,61225126,230
SA-0378-80-96,21/10/2011 21:32,MVL,60316198,388
SA-0055-36-68,16/6/2012 18:51,MVL,61642269,751
SA-0050-81-89,9/10/2011 6:23,MVL,66947332,933
SA-0144-10-84,11/2/2012 2:39,MVL,68407956,226
SA-0339-42-22,19/4/2012 22:37,MVL,66684154,286
SA-0133-16-62,2/6/2012 9:43,MVL,60670388,479
SA-0314-69-44,10/2/2011 8:53,MVL,61516953,293
SA-0009-04-02,3/12/2011 4:52,MVL,60262507,480
SA-0144-10-84,25/2/2012 16:01,MVL,63800900,102
SA-0080-84-93,9/12/2011 17:45,MVL,66905946,630
SA-0227-78-67,29/8/2011 16:23,MVL,66858085,399
SA-0147-43-82,16/3/2011 6:27,MVL,61626584,294
SA-0263-79-37,6/11/2012 19:19,MVL,60546245,663
SA-0055-36-68,28/3/2011 15:06,MVL,63308421,319
SA-0021-95-06,23/1/2011 9:18,MVL,68525932,446
SA-0314-69-44,5/10/2012 17:17,MVL,68844388,510
SA-0312-94-95,9/1/2012 16:54,MVL,60711977,422
SA-0401-55-12,5/11/2012 6:45,MVL,65358452,243
SA-0182-19-79,24/3/2011 8:56,MVL,68772131,328
SA-0145-41-01,23/5/2012 4:49,MVL,62343875,814
SA-0186-07-48,21/10/2012 7:06,MVL,62959239,144
SA-0155-74-77,28/9/2012 16:52,MVL,64460947,360
SA-0312-94-95,31/10/2012 13:05,MVL,66115727,264
SA-0414-86-48,25/12/2012 15:16,MVL,69220502,566
SA-0401-55-12,1/11/2011 17:00,MVL,66698271,276
SA-0092-93-02,15/9/2011 9:50,MVL,60277018,700
SA-0343-60-69,20/6/2011 12:34,MVL,61011012,695
SA-0220-48-64,4/3/2011 16:30,MVL,64731085,706
