AccNo,CallTime,Type,PhoneNo,During_in_secs
SA-0414-86-48,15/8/2012 17:40,L,65353979,2448
SA-0220-48-64,21/3/2011 15:32,L,64127757,3395
SA-0222-28-58,14/7/2012 9:56,L,62075749,459
SA-0114-12-73,26/6/2012 5:33,L,63707558,810
SA-0050-81-89,18/10/2011 13:11,L,63586378,734
SA-0012-71-76,9/3/2012 15:35,L,61855616,1468
SA-0261-41-34,1/10/2011 6:33,L,61991295,2647
SA-0290-06-89,30/10/2011 4:27,L,65255641,987
SA-0290-06-89,16/12/2012 2:01,L,62429161,2946
SA-0112-53-34,23/6/2012 9:54,L,69228556,1622
SA-0155-74-77,28/1/2011 5:07,L,68649961,3174
SA-0055-36-68,19/9/2011 14:15,L,66913009,287
SA-0401-55-12,27/10/2012 12:53,L,62197498,3007
SA-0252-71-33,2/3/2012 18:59,L,67553221,68
SA-0414-86-48,20/3/2011 10:13,L,65571983,2552
SA-0147-43-82,8/3/2012 0:04,L,68705800,2185
SA-0182-19-79,8/12/2012 4:35,L,68089345,2337
SA-0107-05-98,5/1/2012 7:33,L,62927898,2523
SA-0186-07-48,6/3/2011 0:17,L,64179846,973
SA-0343-60-69,4/2/2011 2:30,L,61419723,2723
SA-0055-36-68,23/12/2011 4:41,L,60409680,1229
SA-0187-35-19,27/5/2012 9:28,L,64434917,663
SA-0263-79-37,6/11/2011 12:42,L,65798120,989
SA-0227-78-67,6/10/2011 2:52,L,66453177,2353
SA-0147-43-82,26/6/2011 16:19,L,60457616,136
SA-0220-61-46,31/7/2012 6:49,L,61378235,1981
SA-0222-28-58,30/3/2012 4:32,L,63445469,1953
SA-0290-06-89,23/11/2011 3:26,L,63444537,3396
SA-0021-95-06,6/4/2011 1:53,L,61737057,644
SA-0361-84-31,14/9/2012 8:49,L,63860237,1609
SA-0227-78-67,7/9/2011 4:40,L,62789175,3364
SA-0012-71-76,19/10/2011 20:06,L,62708866,2925
SA-0055-36-68,14/3/2011 21:54,L,64033897,539
SA-0050-81-89,18/12/2011 20:48,L,65463137,1293
SA-0220-48-64,20/4/2012 7:35,L,63637703,1747
SA-0222-28-58,5/5/2011 13:32,L,67697242,2582
SA-0151-98-79,10/11/2012 4:51,L,61521305,191
SA-0261-41-34,16/9/2011 9:31,L,62648060,2014
SA-0144-10-84,29/12/2011 19:41,L,68135924,3006
SA-0220-48-64,28/8/2011 16:39,L,63872010,3163
SA-0339-42-22,27/1/2012 10:53,L,60176392,1293
SA-0144-10-84,2/9/2012 20:29,L,62612517,2130
SA-0182-19-79,29/8/2011 3:57,L,65012773,2177
SA-0343-60-69,24/4/2012 6:50,L,62323185,2338
SA-0279-91-74,11/7/2012 14:46,L,64781137,3237
SA-0249-45-54,4/5/2011 2:03,L,64744785,2527
SA-0009-04-02,3/5/2011 10:51,L,68743351,1866
SA-0021-95-06,3/11/2011 12:07,L,67530457,1253
SA-0055-36-68,22/9/2011 2:18,L,60045644,966
SA-0220-61-46,15/3/2011 2:39,L,66358613,1081
SA-0335-96-08,2/12/2011 6:35,L,63897161,312
SA-0335-96-08,22/4/2011 8:03,L,69520441,1906
SA-0144-10-84,29/6/2011 22:45,L,65113598,2018
SA-0314-69-44,30/9/2011 10:01,L,68610463,2631
SA-0220-61-46,20/2/2012 7:47,L,60770545,1607
SA-0185-59-07,17/1/2011 15:54,L,69530912,2956
SA-0202-82-34,28/9/2012 19:27,L,68564593,2430
SA-0080-84-93,12/8/2011 2:48,L,63583976,1446
SA-0112-53-34,3/1/2011 18:04,L,60618014,1482
SA-0186-07-48,11/6/2011 12:50,L,67545729,2953
SA-0361-84-31,26/12/2011 18:36,L,69415108,493
SA-0187-35-19,27/3/2012 4:21,L,68909225,3521
SA-0261-41-34,11/10/2012 18:09,L,69148603,3339
SA-0151-98-79,1/3/2012 0:14,L,60417863,3136
SA-0107-05-98,17/6/2011 13:55,L,61031469,213
SA-0182-19-79,2/11/2012 4:12,L,66212959,2888
SA-0005-14-91,3/12/2012 16:27,L,61355548,2687
SA-0314-69-44,25/4/2012 15:33,L,67951348,2657
SA-0112-53-34,24/6/2011 9:10,L,63626599,3548
SA-0037-94-05,15/6/2011 16:11,L,63895989,463
SA-0261-41-34,13/7/2012 0:21,L,61749997,2289
SA-0185-59-07,14/8/2012 5:23,L,63300677,2544
SA-0005-14-91,19/2/2011 3:37,L,65617139,816
SA-0092-93-02,5/4/2012 23:26,L,61275410,2620
SA-0144-10-84,22/8/2012 20:38,L,69170492,555
SA-0220-61-46,11/1/2011 23:49,L,62586397,1321
SA-0227-78-67,20/8/2012 23:30,L,66773087,2285
SA-0378-80-96,10/1/2012 1:37,L,63309546,1372
SA-0290-06-89,23/8/2012 20:03,L,67259117,2440
SA-0138-33-52,2/3/2011 16:48,L,65133854,3546
SA-0249-45-54,4/5/2011 18:38,L,68752020,3011
SA-0133-16-62,19/8/2011 20:28,L,63358570,1497
SA-0314-69-44,19/2/2011 17:03,L,67756229,1172
SA-0222-28-58,25/7/2012 9:19,L,67105478,2832
SA-0144-10-84,28/12/2012 7:19,L,66072352,1269
SA-0182-19-79,16/2/2011 11:00,L,60868918,2489
SA-0138-33-52,7/3/2011 18:50,L,63079854,884
SA-0414-86-48,10/12/2012 21:41,L,65020000,3359
SA-0279-91-74,15/9/2012 5:49,L,65227461,1784
SA-0252-71-33,25/11/2012 20:38,L,62550600,2310
SA-0005-14-91,10/7/2011 14:37,L,64066747,769
SA-0305-50-15,18/5/2011 8:34,L,62006929,2986
SA-0187-35-19,4/7/2012 8:25,L,62451447,806
SA-0361-84-31,4/1/2011 2:30,L,66716292,753
SA-0261-41-34,19/11/2011 0:16,L,67889968,3134
SA-0055-36-68,26/5/2012 12:34,L,68913649,222
SA-0261-41-34,18/11/2012 2:09,L,64926423,1413
SA-0401-55-12,19/7/2011 10:53,L,64944628,1917
SA-0063-02-33,2/7/2012 20:39,L,61673985,2639
SA-0220-48-64,12/10/2011 20:32,L,65568970,184
SA-0263-79-37,4/9/2012 4:25,L,68313760,225
SA-0261-41-34,28/9/2012 12:00,L,69376427,1029
SA-0021-95-06,20/12/2012 15:08,L,60336871,1235
SA-0151-98-79,24/4/2012 11:35,L,66635480,1138
SA-0021-95-06,18/1/2012 22:02,L,64505222,2105
SA-0050-81-89,8/6/2012 16:10,L,62751760,2891
SA-0252-71-33,11/12/2012 14:44,L,65639479,728
SA-0227-78-67,16/5/2012 5:43,L,65686921,2646
SA-0252-71-33,31/3/2011 15:33,L,66877422,602
SA-0012-71-76,11/5/2011 11:39,L,69690904,1487
SA-0012-71-76,19/3/2011 13:35,L,69677499,3404
SA-0263-79-37,18/9/2011 0:03,L,60698017,3272
SA-0305-50-15,21/11/2011 19:29,L,63325776,1281
SA-0227-78-67,25/2/2012 0:05,L,61762393,2651
SA-0414-86-48,31/12/2011 2:18,L,65025222,1963
SA-0138-33-52,4/12/2011 13:15,L,69705824,1122
SA-0114-12-73,11/4/2012 22:31,L,68394703,1535
SA-0279-91-74,6/7/2012 13:25,L,63898908,3585
SA-0305-50-15,19/5/2011 20:41,L,64325969,1444
SA-0145-41-01,3/12/2012 18:47,L,62765763,1202
SA-0339-42-22,7/1/2011 21:44,L,61599208,493
SA-0012-71-76,4/11/2011 21:38,L,62732478,1601
SA-0092-93-02,10/8/2011 3:55,L,67685721,755
SA-0050-81-89,11/5/2011 8:00,L,61586592,850
SA-0155-74-77,16/2/2012 14:00,L,62417777,1324
SA-0414-86-48,11/12/2012 1:02,L,61781980,1540
SA-0050-81-89,11/9/2011 6:15,L,62047524,1757
SA-0138-33-52,27/2/2011 19:06,L,65358189,630
SA-0185-59-07,14/10/2011 13:42,L,67219826,725
SA-0185-59-07,3/11/2011 14:19,L,68776611,2012
SA-0378-80-96,3/9/2011 23:19,L,67209651,2815
SA-0063-02-33,19/7/2011 20:23,L,62511032,367
SA-0343-60-69,14/10/2011 23:25,L,66571488,1974
SA-0055-36-68,16/6/2012 7:14,L,60104479,2920
SA-0012-71-76,14/9/2011 3:31,L,68781640,249
SA-0151-98-79,23/2/2012 19:12,L,64526115,2534
SA-0227-78-67,24/4/2012 13:10,L,65901346,2967
SA-0220-61-46,16/3/2012 2:22,L,69676959,3580
SA-0279-91-74,16/9/2012 16:04,L,61317069,1642
SA-0080-84-93,19/6/2011 11:21,L,60042751,3299
SA-0151-98-79,2/8/2011 8:27,L,69803408,1667
SA-0155-74-77,15/1/2011 17:37,L,68362445,1870
SA-0114-12-73,17/2/2012 14:50,L,63408607,280
SA-0185-10-64,5/12/2012 9:54,L,60730337,2700
SA-0009-04-02,16/4/2012 6:20,L,63118498,920
SA-0182-19-79,11/7/2011 5:06,L,68616639,448
SA-0144-10-84,1/2/2011 8:43,L,61545743,100
SA-0112-53-34,14/7/2011 16:27,L,60495656,990
SA-0187-35-19,11/10/2011 18:03,L,63317985,925
SA-0144-10-84,24/11/2012 1:59,L,68984680,67
SA-0343-60-69,24/1/2011 10:55,L,67864224,1125
SA-0314-69-44,23/7/2011 12:40,L,65883571,2013
SA-0155-74-77,2/4/2012 18:22,L,69985969,277
SA-0186-07-48,28/5/2011 0:47,L,66550646,2240
SA-0263-79-37,20/6/2012 5:47,L,63977890,283
SA-0227-78-67,8/6/2012 4:59,L,66950412,68
SA-0220-48-64,31/8/2012 13:45,L,69931879,3255
SA-0114-12-73,12/9/2011 4:14,L,60655277,2523
SA-0227-78-67,12/1/2012 7:24,L,68080656,2105
SA-0249-45-54,27/7/2011 10:45,L,61627594,1260
SA-0279-91-74,25/10/2011 11:33,L,67816145,2300
SA-0220-48-64,9/12/2011 23:12,L,63878954,952
SA-0314-69-44,26/8/2012 22:42,L,62391812,2823
SA-0314-69-44,14/5/2011 19:01,L,60962993,864
SA-0339-42-22,26/10/2012 6:40,L,65277556,364
SA-0335-96-08,19/3/2011 1:26,L,64849520,2040
SA-0050-81-89,8/7/2011 3:22,L,65211167,541
SA-0339-42-22,23/11/2012 4:34,L,64595120,2280
SA-0080-84-93,20/3/2012 13:24,L,65843916,2158
SA-0290-06-89,13/1/2011 10:44,L,67145126,140
SA-0303-06-26,27/3/2012 23:25,L,66157307,2476
SA-0378-80-96,16/1/2012 1:44,L,67618173,2818
SA-0063-02-33,1/7/2011 20:42,L,63148513,351
SA-0187-35-19,26/5/2012 10:19,L,67333561,300
SA-0202-82-34,26/10/2012 1:41,L,60481177,3539
SA-0133-16-62,15/5/2012 8:06,L,66808011,2596
SA-0222-28-58,10/8/2011 2:02,L,66351783,1854
SA-0107-05-98,12/1/2012 22:20,L,65116618,1290
SA-0303-06-26,18/4/2011 16:05,L,63377727,277
SA-0055-36-68,20/9/2012 20:57,L,68363170,3082
SA-0185-59-07,19/11/2011 12:26,L,69788228,2824
SA-0185-59-07,29/9/2012 23:17,L,67827777,255
SA-0252-71-33,23/12/2011 13:58,L,65498980,3022
SA-0133-16-62,17/5/2011 21:56,L,63205909,2380
SA-0263-79-37,30/8/2011 1:46,L,67361901,3272
SA-0151-98-79,22/11/2012 4:08,L,65979179,3068
SA-0210-42-47,16/1/2012 22:55,L,64766302,860
SA-0021-95-06,16/12/2011 14:01,L,67109194,2775
SA-0305-50-15,13/10/2012 3:59,L,60665113,710
SA-0187-35-19,1/11/2011 14:06,L,66974495,2573
SA-0147-43-82,28/6/2012 0:47,L,63940212,837
SA-0112-53-34,10/4/2012 21:05,L,63710358,3571
SA-0182-19-79,6/11/2011 11:06,L,63560474,901
SA-0312-94-95,15/2/2012 23:45,L,60445860,2093
SA-0252-71-33,30/10/2011 13:40,L,67094454,1567
SA-0021-95-06,23/6/2012 17:25,L,69449485,1430
SA-0312-94-95,28/6/2011 18:15,L,64768839,3324
SA-0210-42-47,31/8/2012 22:57,L,68074759,1835
SA-0138-33-52,6/7/2011 11:27,L,67907417,3385
SA-0210-42-47,24/9/2012 18:07,L,61494487,3150
SA-0339-42-22,21/3/2012 14:10,L,66902313,2629
SA-0220-48-64,19/9/2012 12:35,L,66123851,2016
SA-0401-55-12,29/4/2012 19:25,L,66126511,1093
SA-0339-42-22,23/12/2012 2:45,L,62486843,1453
SA-0144-10-84,13/1/2011 20:33,L,68338035,1429
SA-0314-69-44,30/6/2011 11:57,L,62089216,1127
SA-0185-10-64,9/7/2011 9:25,L,68224830,988
SA-0343-60-69,7/2/2012 21:42,L,64065167,1222
SA-0145-41-01,5/6/2012 4:35,L,65243115,2802
SA-0114-12-73,5/4/2011 13:51,L,64825146,1850
SA-0063-02-33,29/1/2011 7:06,L,68909807,1291
SA-0303-06-26,26/5/2012 15:00,L,65347859,1092
SA-0314-69-44,11/2/2011 0:03,L,68040462,3352
SA-0220-61-46,10/7/2011 6:58,L,67406270,1958
SA-0144-10-84,26/7/2012 13:31,L,69949211,3021
SA-0202-82-34,26/1/2012 11:04,L,65975284,2736
SA-0314-69-44,27/7/2011 2:14,L,60133669,266
SA-0155-74-77,27/8/2012 3:18,L,66264047,730
SA-0339-42-22,17/4/2012 0:12,L,61623683,679
SA-0414-20-79,22/8/2012 20:58,L,66862959,2544
SA-0335-96-08,21/9/2011 3:03,L,65211291,2376
SA-0063-02-33,1/1/2011 12:48,L,68602163,1313
SA-0202-82-34,8/10/2012 11:36,L,68630838,3210
SA-0186-07-48,24/2/2011 4:25,L,64175312,1056
SA-0303-06-26,26/11/2011 13:06,L,68711786,3504
SA-0186-07-48,5/6/2012 0:54,L,68552591,809
SA-0249-45-54,24/5/2012 10:58,L,68341198,202
SA-0080-84-93,31/5/2011 17:52,L,63634985,2588
SA-0220-61-46,20/12/2012 15:41,L,63182446,2196
SA-0033-12-88,7/5/2011 17:18,L,69827573,664
SA-0021-95-06,2/3/2012 12:57,L,61576133,1415
SA-0138-33-52,19/4/2012 22:02,L,62633826,981
SA-0050-81-89,3/3/2012 17:02,L,68761841,2034
SA-0249-45-54,4/2/2012 2:26,L,62183908,202
SA-0092-93-02,1/11/2012 20:54,L,65185839,3143
SA-0227-78-67,18/7/2011 5:50,L,68144197,60
SA-0147-43-82,16/11/2012 2:33,L,65826131,249
SA-0185-10-64,7/11/2011 6:26,L,60131435,2090
SA-0138-33-52,18/1/2012 7:51,L,61939369,123
SA-0182-19-79,21/4/2012 16:46,L,62010313,2105
SA-0055-36-68,8/1/2011 15:50,L,60453893,1581
SA-0312-94-95,31/10/2011 0:11,L,65447222,893
SA-0335-96-08,7/11/2011 18:44,L,66917459,1128
SA-0261-41-34,24/3/2012 2:32,L,66605027,2638
SA-0155-74-77,13/4/2012 7:01,L,65666755,2062
SA-0378-80-96,9/11/2011 19:14,L,68430116,2736
SA-0155-74-77,20/11/2012 15:37,L,62272557,3361
SA-0055-36-68,4/3/2011 22:06,L,64769507,2584
SA-0050-81-89,8/12/2011 17:56,L,66199299,1233
SA-0414-20-79,22/1/2012 11:30,L,69455384,3000
SA-0037-94-05,16/7/2011 17:43,L,66597699,1094
SA-0155-74-77,15/5/2012 22:05,L,68194953,241
SA-0312-94-95,26/9/2012 18:28,L,69293112,260
SA-0414-86-48,7/10/2012 21:11,L,67005482,1326
SA-0335-96-08,11/11/2012 8:38,L,69263319,2292
SA-0343-60-69,21/2/2011 14:52,L,64636604,2527
SA-0227-78-67,24/1/2011 7:46,L,69270846,1423
SA-0343-60-69,14/4/2012 6:40,L,69495824,2416
SA-0227-78-67,3/11/2011 11:48,L,62131003,3020
SA-0138-33-52,4/5/2011 15:13,L,66628888,2236
SA-0220-48-64,21/3/2011 23:41,L,63650162,1606
SA-0144-10-84,26/10/2011 10:43,L,62565388,1331
SA-0186-07-48,18/11/2011 22:01,L,61085568,1598
SA-0220-61-46,27/8/2011 3:25,L,63235022,250
SA-0220-48-64,22/9/2012 19:24,L,65368712,2142
SA-0033-12-88,31/8/2012 5:30,L,64375566,184
SA-0249-45-54,2/11/2011 6:29,L,65933640,140
SA-0151-98-79,11/7/2012 4:59,L,65993095,1051
SA-0114-12-73,25/7/2012 19:27,L,63101739,2129
SA-0227-78-67,4/4/2012 0:07,L,69046771,540
SA-0414-20-79,24/4/2012 16:19,L,61996370,2286
SA-0145-41-01,7/8/2012 18:35,L,60498168,2106
SA-0144-10-84,12/9/2012 11:02,L,67495505,2680
SA-0303-06-26,9/10/2011 8:11,L,65471911,602
SA-0220-61-46,3/3/2011 3:23,L,65631700,3214
SA-0222-28-58,17/8/2011 16:31,L,67513698,598
SA-0252-71-33,5/7/2012 8:12,L,68649047,3599
SA-0185-59-07,24/9/2011 19:14,L,69080883,2093
SA-0185-10-64,4/3/2012 1:35,L,69938742,2971
SA-0037-94-05,5/8/2011 9:59,L,69095860,2336
SA-0279-91-74,12/2/2012 23:38,L,67470618,2574
SA-0220-61-46,2/9/2011 22:02,L,61838531,1826
SA-0414-20-79,13/9/2011 19:29,L,61717219,1786
SA-0303-06-26,29/12/2012 16:16,L,65672185,2944
SA-0227-78-67,9/2/2012 10:04,L,65994945,78
SA-0050-81-89,15/11/2011 16:50,L,61240634,3130
SA-0185-10-64,10/3/2012 0:50,L,67853146,643
SA-0112-53-34,21/11/2012 0:23,L,65549040,999
SA-0261-41-34,16/3/2012 6:18,L,61598833,2583
SA-0145-41-01,8/10/2012 17:39,L,64865885,1802
SA-0114-12-73,8/5/2011 1:33,L,68926549,3206
SA-0202-82-34,30/10/2011 23:19,L,67372340,422
SA-0303-06-26,20/11/2011 0:06,L,68294306,2365
SA-0361-84-31,5/7/2012 17:51,L,69753981,1256
SA-0263-79-37,27/10/2011 0:51,L,64783178,1440
SA-0050-81-89,23/4/2011 19:55,L,62239988,2481
SA-0092-93-02,11/9/2012 2:49,L,63252373,1518
SA-0303-06-26,19/9/2012 10:04,L,69598905,1846
SA-0185-59-07,8/8/2012 0:30,L,65203706,3250
SA-0080-84-93,8/6/2011 15:12,L,67353553,116
SA-0249-45-54,24/8/2011 5:11,L,69325241,2240
SA-0263-79-37,28/6/2011 9:22,L,62500675,2370
SA-0050-81-89,22/10/2012 20:22,L,60110500,1086
SA-0263-79-37,2/11/2012 1:00,L,64243668,2268
SA-0220-48-64,24/5/2011 10:34,L,68666920,1642
SA-0414-86-48,22/9/2012 23:57,L,68861493,2025
SA-0145-41-01,1/4/2012 22:31,L,69478020,3551
SA-0033-12-88,2/10/2011 23:11,L,69700230,482
SA-0107-05-98,1/1/2011 0:42,L,65893750,1433
SA-0279-91-74,11/6/2012 13:20,L,66790893,1865
SA-0343-60-69,19/7/2011 5:51,L,64390058,1898
SA-0080-84-93,7/7/2012 13:48,L,67786438,1648
SA-0033-12-88,16/1/2011 20:23,L,69341135,127
SA-0107-05-98,26/8/2011 21:37,L,64799843,1980
SA-0186-07-48,10/5/2011 17:02,L,69334717,1662
SA-0378-80-96,20/2/2011 19:22,L,64671814,2829
SA-0222-28-58,26/4/2011 2:15,L,65755607,1791
SA-0021-95-06,3/10/2012 7:53,L,65736061,799
SA-0290-06-89,25/5/2012 0:41,L,61561069,528
SA-0401-55-12,6/2/2011 19:23,L,64856829,1758
SA-0220-48-64,7/2/2012 18:53,L,68025737,1254
SA-0401-55-12,6/12/2012 2:52,L,62746531,3276
SA-0378-80-96,9/5/2012 0:53,L,61039527,2960
SA-0263-79-37,2/3/2012 15:51,L,65918561,2677
SA-0249-45-54,30/12/2011 17:46,L,60148757,2722
SA-0361-84-31,11/10/2012 8:50,L,66046374,799
SA-0186-07-48,27/8/2011 17:50,L,60943933,2575
SA-0312-94-95,19/6/2011 19:19,L,62821453,2155
SA-0414-20-79,17/4/2012 20:14,L,64868243,935
SA-0220-61-46,17/1/2012 12:35,L,65466909,1303
SA-0361-84-31,27/11/2012 10:08,L,65539400,2649
SA-0263-79-37,28/9/2011 12:10,L,68428514,2682
SA-0033-12-88,3/1/2012 10:48,L,64659292,1099
SA-0112-53-34,9/6/2011 14:09,L,69400079,2498
SA-0182-19-79,19/5/2011 18:11,L,65525615,2527
SA-0210-42-47,7/4/2012 5:39,L,62429281,1201
SA-0303-06-26,1/10/2011 20:08,L,60225042,1830
SA-0009-04-02,18/9/2011 13:41,L,61559491,149
SA-0021-95-06,2/3/2011 21:56,L,63171797,235
SA-0147-43-82,3/4/2012 11:03,L,64291948,2901
SA-0138-33-52,13/10/2012 19:59,L,67750759,3506
SA-0303-06-26,1/11/2012 23:08,L,69328713,439
SA-0314-69-44,10/7/2011 7:07,L,63549569,230
SA-0005-14-91,15/3/2011 5:58,L,66796958,2197
SA-0182-19-79,2/7/2012 17:51,L,69008419,1354
SA-0185-10-64,27/9/2012 8:47,L,69029748,771
SA-0145-41-01,16/4/2011 13:36,L,61304939,559
SA-0361-84-31,23/10/2011 16:49,L,61877351,2391
SA-0145-41-01,3/1/2012 18:29,L,60896898,1649
SA-0107-05-98,11/4/2012 0:18,L,69026815,3262
SA-0343-60-69,19/10/2012 0:08,L,64789196,1583
SA-0414-86-48,14/2/2012 1:32,L,65513691,440
SA-0279-91-74,10/4/2012 2:02,L,69155447,2234
SA-0220-48-64,18/3/2012 18:52,L,66616370,293
SA-0261-41-34,21/7/2012 3:42,L,65863147,2817
SA-0414-20-79,3/1/2012 4:36,L,66847736,525
SA-0145-41-01,10/5/2012 6:18,L,67206756,491
SA-0133-16-62,22/3/2011 13:38,L,60698579,2238
SA-0012-71-76,7/2/2011 4:34,L,62668462,2541
SA-0092-93-02,21/11/2011 19:13,L,68448518,2912
SA-0107-05-98,24/10/2011 11:16,L,62026852,1689
SA-0063-02-33,16/11/2012 22:54,L,66286037,2005
SA-0414-86-48,13/12/2011 7:21,L,64425929,3215
SA-0401-55-12,8/5/2011 18:30,L,61934885,2791
SA-0220-61-46,2/9/2011 12:55,L,62268229,1337
SA-0185-59-07,17/1/2011 14:45,L,66843892,2308
SA-0227-78-67,23/3/2011 22:36,L,61481409,1693
SA-0314-69-44,23/6/2012 4:57,L,64323097,3162
SA-0343-60-69,6/6/2011 10:41,L,63936124,3013
SA-0335-96-08,12/11/2012 15:20,L,62048415,3197
SA-0414-20-79,4/10/2011 1:04,L,69073145,2868
SA-0401-55-12,30/8/2011 5:51,L,63267913,2578
SA-0401-55-12,15/2/2012 5:35,L,61376264,537
SA-0080-84-93,25/9/2012 6:06,L,68800876,2644
SA-0080-84-93,25/11/2012 10:26,L,62142783,1647
SA-0080-84-93,14/11/2012 14:14,L,69007830,2734
SA-0210-42-47,19/8/2011 0:00,L,62234451,631
SA-0378-80-96,29/4/2011 11:15,L,67980010,3210
SA-0290-06-89,8/12/2012 6:33,L,64221035,584
SA-0092-93-02,18/6/2012 4:27,L,66877350,1875
SA-0210-42-47,27/6/2011 1:40,L,67792373,640
SA-0261-41-34,22/6/2012 10:36,L,67594256,3219
SA-0186-07-48,5/2/2012 21:30,L,67872807,1994
SA-0080-84-93,20/12/2011 17:24,L,63805193,1450
SA-0186-07-48,21/8/2011 11:36,L,67682112,1027
SA-0155-74-77,1/10/2012 19:58,L,64066230,158
SA-0401-55-12,18/12/2011 17:30,L,66097926,1671
SA-0303-06-26,9/2/2012 14:19,L,68585950,236
SA-0290-06-89,1/12/2011 7:57,L,60842339,363
SA-0147-43-82,4/6/2012 15:15,L,69078005,2020
SA-0012-71-76,18/12/2012 11:35,L,61205414,2465
SA-0227-78-67,19/1/2012 14:46,L,60427138,3407
SA-0361-84-31,23/2/2011 22:05,L,65479941,1870
SA-0202-82-34,4/11/2012 0:07,L,61373985,857
SA-0155-74-77,25/10/2011 9:59,L,60138045,1907
SA-0147-43-82,20/6/2011 17:22,L,65527846,2217
SA-0050-81-89,27/6/2011 2:48,L,66020421,752
SA-0147-43-82,20/3/2011 13:17,L,65005062,2144
SA-0155-74-77,6/2/2012 13:45,L,68707870,1829
SA-0314-69-44,15/7/2012 7:42,L,60666215,390
SA-0185-10-64,25/7/2012 23:58,L,60278744,1141
SA-0343-60-69,20/6/2011 20:24,L,60730430,2959
SA-0033-12-88,10/2/2012 12:07,L,63625780,3471
SA-0414-86-48,17/12/2011 13:16,L,65414549,321
SA-0092-93-02,26/8/2011 18:33,L,69654553,2188
SA-0414-20-79,12/2/2012 19:27,L,61300964,1257
SA-0155-74-77,14/9/2012 23:29,L,63065939,90
SA-0033-12-88,28/4/2011 14:07,L,63090340,1115
SA-0305-50-15,5/4/2011 14:52,L,68607947,227
SA-0220-61-46,23/9/2012 22:04,L,67545098,1874
SA-0114-12-73,15/9/2012 9:15,L,61439223,1319
SA-0414-20-79,26/11/2011 12:22,L,63935695,139
SA-0144-10-84,28/1/2012 16:53,L,60754289,76
SA-0220-61-46,4/2/2012 3:28,L,65007003,3477
SA-0107-05-98,8/6/2012 13:25,L,65538304,2933
SA-0414-86-48,17/11/2012 19:20,L,64066027,1914
SA-0339-42-22,8/3/2012 18:10,L,66887691,1948
SA-0339-42-22,5/7/2011 20:37,L,62213500,1979
SA-0187-35-19,25/12/2012 21:18,L,64318831,1591
SA-0138-33-52,15/3/2011 3:24,L,62451765,647
SA-0305-50-15,29/4/2011 14:35,L,64800218,2707
SA-0033-12-88,17/12/2011 17:40,L,64523176,3365
SA-0210-42-47,11/2/2011 15:01,L,65611429,381
SA-0033-12-88,15/7/2012 18:04,L,67972769,1788
SA-0155-74-77,12/4/2011 1:16,L,66530782,3524
SA-0144-10-84,16/3/2012 3:17,L,61772132,802
SA-0210-42-47,9/12/2012 3:02,L,67828114,2943
SA-0114-12-73,9/6/2011 22:20,L,60868952,1059
SA-0202-82-34,30/12/2012 15:23,L,67668918,2689
SA-0361-84-31,30/6/2011 9:22,L,62941966,2312
SA-0252-71-33,23/8/2012 18:38,L,69712783,1663
SA-0144-10-84,28/11/2012 2:35,L,66744812,245
SA-0220-48-64,12/11/2011 21:56,L,67356028,3298
SA-0401-55-12,22/1/2011 22:23,L,63173749,3059
SA-0249-45-54,25/7/2011 2:41,L,65644196,1787
SA-0222-28-58,12/4/2012 1:25,L,66286398,2032
SA-0080-84-93,21/6/2011 3:18,L,62307461,3170
SA-0279-91-74,2/5/2011 3:47,L,61836949,2282
SA-0312-94-95,25/6/2012 6:38,L,63887169,2585
SA-0185-59-07,23/12/2011 5:30,L,65145865,2499
SA-0414-86-48,19/9/2012 17:09,L,62660595,3342
SA-0009-04-02,4/1/2012 14:48,L,62242347,2625
SA-0222-28-58,14/6/2012 16:41,L,67386532,1429
SA-0145-41-01,10/7/2011 3:30,L,66976580,2395
SA-0138-33-52,3/5/2011 10:15,L,65050512,3391
SA-0343-60-69,6/7/2011 4:06,L,69123591,507
SA-0005-14-91,27/10/2011 20:00,L,66748698,1862
SA-0249-45-54,14/8/2012 3:38,L,63714697,2536
SA-0144-10-84,30/12/2011 13:09,L,68219428,161
SA-0185-59-07,24/9/2012 21:42,L,63875741,1613
SA-0155-74-77,19/11/2012 15:56,L,67378994,2829
SA-0107-05-98,4/10/2011 12:06,L,66767323,2234
SA-0303-06-26,4/9/2011 3:23,L,67052497,2972
SA-0187-35-19,11/12/2012 22:32,L,68862687,676
SA-0210-42-47,25/4/2011 20:54,L,64540218,2845
SA-0249-45-54,6/10/2012 7:10,L,60425413,2751
SA-0343-60-69,12/6/2012 5:49,L,63402862,3436
SA-0220-61-46,29/8/2011 16:38,L,65401336,1147
SA-0312-94-95,5/12/2012 20:53,L,66195975,2110
SA-0185-59-07,14/6/2011 12:18,L,66991368,2874
SA-0185-59-07,23/6/2012 6:13,L,65503779,2941
SA-0220-48-64,18/10/2012 11:00,L,60257085,1454
SA-0144-10-84,24/8/2011 6:36,L,66215677,1909
SA-0343-60-69,6/8/2011 18:30,L,62237146,2388
SA-0080-84-93,10/8/2011 4:05,L,68936151,1630
SA-0182-19-79,21/11/2011 10:13,L,60547644,647
SA-0144-10-84,3/5/2012 3:41,L,63024595,2236
SA-0063-02-33,17/7/2012 8:05,L,64725485,601
SA-0220-61-46,18/1/2012 9:41,L,68014250,800
SA-0303-06-26,24/12/2012 19:33,L,63967883,805
